id;kategorie;unterkategorie;pruefungsbezug;aufgabentyp;frage;antwort;erklaerung;bilddatei;quelle;quellen_url
PRAXIS-0019;Seemannsknoten;Belegen einer Klampe mit Kopfschlag;Amtlicher Praxisteil;Vorführen und erklären;Führe den Knoten „Belegen einer Klampe mit Kopfschlag“ vor und erkläre seine Verwendung.;Belegen einer Klampe mit Kopfschlag: Belegt eine Festmacherleine sicher auf einer Klampe.;In der Prüfung muss der Knoten vorgeführt und seine Verwendung richtig erklärt werden. Die Grafik ist eine Lernskizze, keine vollständige Bindeanleitung.;bilder/praxis-0019_seemannsknoten.png;SpFV Anlage 4, III;https://www.gesetze-im-internet.de/spfv/anlage_4.html
PRAXIS-0020;Schallsignale auf See;Manöversignal;Amtlicher Praxisteil und Theorie;Bildfrage;Welche Bedeutung hat das dargestellte Schallsignal?;Ich ändere meinen Kurs nach Steuerbord.;Ein kurzer Ton dauert etwa eine Sekunde, ein langer Ton etwa vier bis sechs Sekunden.;bilder/praxis-0020_schallsignale_auf_see.png;KVR Regel 34;https://www.gesetze-im-internet.de/seestro_1972/regel_34.html
PRAXIS-0021;Schallsignale auf See;Manöversignal;Amtlicher Praxisteil und Theorie;Bildfrage;Welche Bedeutung hat das dargestellte Schallsignal?;Ich ändere meinen Kurs nach Backbord.;Ein kurzer Ton dauert etwa eine Sekunde, ein langer Ton etwa vier bis sechs Sekunden.;bilder/praxis-0021_schallsignale_auf_see.png;KVR Regel 34;https://www.gesetze-im-internet.de/seestro_1972/regel_34.html
PRAXIS-0022;Schallsignale auf See;Manöversignal;Amtlicher Praxisteil und Theorie;Bildfrage;Welche Bedeutung hat das dargestellte Schallsignal?;Ich arbeite rückwärts.;Ein kurzer Ton dauert etwa eine Sekunde, ein langer Ton etwa vier bis sechs Sekunden.;bilder/praxis-0022_schallsignale_auf_see.png;KVR Regel 34;https://www.gesetze-im-internet.de/seestro_1972/regel_34.html
PRAXIS-0023;Schallsignale auf See;Warnsignal;Ergänzendes Erkennungstraining;Bildfrage;Welche Bedeutung hat das dargestellte Schallsignal?;Warn- und Zweifelsignal: mindestens fünf kurze Töne.;Ein kurzer Ton dauert etwa eine Sekunde, ein langer Ton etwa vier bis sechs Sekunden.;bilder/praxis-0023_schallsignale_auf_see.png;KVR Regel 34;https://www.gesetze-im-internet.de/seestro_1972/regel_34.html
PRAXIS-0024;Schallsignale auf See;Überholsignal;Ergänzendes Erkennungstraining;Bildfrage;Welche Bedeutung hat das dargestellte Schallsignal?;Ich beabsichtige, Sie an Ihrer Steuerbordseite zu überholen.;Ein kurzer Ton dauert etwa eine Sekunde, ein langer Ton etwa vier bis sechs Sekunden.;bilder/praxis-0024_schallsignale_auf_see.png;KVR Regel 34;https://www.gesetze-im-internet.de/seestro_1972/regel_34.html
PRAXIS-0025;Schallsignale auf See;Überholsignal;Ergänzendes Erkennungstraining;Bildfrage;Welche Bedeutung hat das dargestellte Schallsignal?;Ich beabsichtige, Sie an Ihrer Backbordseite zu überholen.;Ein kurzer Ton dauert etwa eine Sekunde, ein langer Ton etwa vier bis sechs Sekunden.;bilder/praxis-0025_schallsignale_auf_see.png;KVR Regel 34;https://www.gesetze-im-internet.de/seestro_1972/regel_34.html
PRAXIS-0026;Schallsignale auf See;Überholsignal;Ergänzendes Erkennungstraining;Bildfrage;Welche Bedeutung hat das dargestellte Schallsignal?;Zustimmung des zu überholenden Fahrzeugs.;Ein kurzer Ton dauert etwa eine Sekunde, ein langer Ton etwa vier bis sechs Sekunden.;bilder/praxis-0026_schallsignale_auf_see.png;KVR Regel 34;https://www.gesetze-im-internet.de/seestro_1972/regel_34.html
PRAXIS-0027;Schallsignale auf See;Warnsignal;Ergänzendes Erkennungstraining;Bildfrage;Welche Bedeutung hat das dargestellte Schallsignal?;Annäherung an eine unübersichtliche Krümmung oder ein Sichthindernis.;Ein kurzer Ton dauert etwa eine Sekunde, ein langer Ton etwa vier bis sechs Sekunden.;bilder/praxis-0027_schallsignale_auf_see.png;KVR Regel 34;https://www.gesetze-im-internet.de/seestro_1972/regel_34.html
PRAXIS-0028;Schallsignale auf See;Nebelsignal;Ergänzendes Erkennungstraining;Bildfrage;Welche Bedeutung hat das dargestellte Schallsignal?;Maschinenfahrzeug macht bei verminderter Sicht Fahrt durchs Wasser.;Ein kurzer Ton dauert etwa eine Sekunde, ein langer Ton etwa vier bis sechs Sekunden.;bilder/praxis-0028_schallsignale_auf_see.png;KVR Regel 35;https://www.gesetze-im-internet.de/seestro_1972/regel_35.html
PRAXIS-0029;Schallsignale auf See;Nebelsignal;Ergänzendes Erkennungstraining;Bildfrage;Welche Bedeutung hat das dargestellte Schallsignal?;Maschinenfahrzeug in Fahrt, Maschine gestoppt, keine Fahrt durchs Wasser.;Ein kurzer Ton dauert etwa eine Sekunde, ein langer Ton etwa vier bis sechs Sekunden.;bilder/praxis-0029_schallsignale_auf_see.png;KVR Regel 35;https://www.gesetze-im-internet.de/seestro_1972/regel_35.html
PRAXIS-0030;Schallsignale auf See;Nebelsignal;Ergänzendes Erkennungstraining;Bildfrage;Welche Bedeutung hat das dargestellte Schallsignal?;Manövrierunfähig, manövrierbehindert, tiefgangbehindert, Segelfahrzeug, Fischer oder Schlepp-/Schubfahrzeug bei verminderter Sicht.;Ein kurzer Ton dauert etwa eine Sekunde, ein langer Ton etwa vier bis sechs Sekunden.;bilder/praxis-0030_schallsignale_auf_see.png;KVR Regel 35;https://www.gesetze-im-internet.de/seestro_1972/regel_35.html
PRAXIS-0031;Schallsignale auf See;Nebelsignal;Ergänzendes Erkennungstraining;Bildfrage;Welche Bedeutung hat das dargestellte Schallsignal?;Bemanntes geschlepptes Fahrzeug oder letztes Fahrzeug eines Schleppzugs.;Ein kurzer Ton dauert etwa eine Sekunde, ein langer Ton etwa vier bis sechs Sekunden.;bilder/praxis-0031_schallsignale_auf_see.png;KVR Regel 35;https://www.gesetze-im-internet.de/seestro_1972/regel_35.html
PRAXIS-0032;Schallsignale auf See;Nebelsignal;Ergänzendes Erkennungstraining;Bildfrage;Welche Bedeutung hat das dargestellte Schallsignal?;Fahrzeug vor Anker.;Ein kurzer Ton dauert etwa eine Sekunde, ein langer Ton etwa vier bis sechs Sekunden.;bilder/praxis-0032_schallsignale_auf_see.png;KVR Regel 35;https://www.gesetze-im-internet.de/seestro_1972/regel_35.html
PRAXIS-0033;Schallsignale auf See;Nebelsignal;Ergänzendes Erkennungstraining;Bildfrage;Welche Bedeutung hat das dargestellte Schallsignal?;Fahrzeug auf Grund.;Ein kurzer Ton dauert etwa eine Sekunde, ein langer Ton etwa vier bis sechs Sekunden.;bilder/praxis-0033_schallsignale_auf_see.png;KVR Regel 35;https://www.gesetze-im-internet.de/seestro_1972/regel_35.html
PRAXIS-0034;Schallsignale auf See;Erkennungssignal;Ergänzendes Erkennungstraining;Bildfrage;Welche Bedeutung hat das dargestellte Schallsignal?;Zusätzliches Erkennungssignal eines Lotsenfahrzeugs im Lotsdienst.;Ein kurzer Ton dauert etwa eine Sekunde, ein langer Ton etwa vier bis sechs Sekunden.;bilder/praxis-0034_schallsignale_auf_see.png;KVR Regel 35;https://www.gesetze-im-internet.de/seestro_1972/regel_35.html
PRAXIS-0035;Zeichen auf See;Überholverbot;Ergänzendes Erkennungstraining;Bildfrage;Was bedeutet das dargestellte Schifffahrtszeichen?;Überholverbot: Zwei senkrechte Pfeile mit rotem Schrägstrich: Überholen verboten.;"Die Grafik ist eine eigenständig erstellte Lernskizze; maßgeblich ist die amtliche Beschreibung.";bilder/praxis-0035_zeichen_auf_see.png;SeeSchStrO Anlage I;https://www.gesetze-im-internet.de/seeschstro_1971/anlage_i.html
PRAXIS-0036;Zeichen auf See;Begegnungsverbot an Engstellen;Ergänzendes Erkennungstraining;Bildfrage;Was bedeutet das dargestellte Schifffahrtszeichen?;Begegnungsverbot an Engstellen: Entgegengesetzte Pfeile mit rotem Schrägstrich: Begegnen verboten.;"Die Grafik ist eine eigenständig erstellte Lernskizze; maßgeblich ist die amtliche Beschreibung.";bilder/praxis-0036_zeichen_auf_see.png;SeeSchStrO Anlage I;https://www.gesetze-im-internet.de/seeschstro_1971/anlage_i.html
PRAXIS-0037;Zeichen auf See;Geschwindigkeitsbeschränkung;Ergänzendes Erkennungstraining;Bildfrage;Was bedeutet das dargestellte Schifffahrtszeichen?;Geschwindigkeitsbeschränkung: Die angegebene Höchstgeschwindigkeit darf nicht überschritten werden.;"Die Grafik ist eine eigenständig erstellte Lernskizze; maßgeblich ist die amtliche Beschreibung.";bilder/praxis-0037_zeichen_auf_see.png;SeeSchStrO Anlage I;https://www.gesetze-im-internet.de/seeschstro_1971/anlage_i.html
PRAXIS-0038;Zeichen auf See;Sog und Wellenschlag vermeiden;Ergänzendes Erkennungstraining;Bildfrage;Was bedeutet das dargestellte Schifffahrtszeichen?;Sog und Wellenschlag vermeiden: So langsam fahren, dass keine Gefährdung durch Sog oder Wellenschlag entsteht.;"Die Grafik ist eine eigenständig erstellte Lernskizze; maßgeblich ist die amtliche Beschreibung.";bilder/praxis-0038_zeichen_auf_see.png;SeeSchStrO Anlage I;https://www.gesetze-im-internet.de/seeschstro_1971/anlage_i.html
PRAXIS-0039;Zeichen auf See;Mindestabstand;Ergänzendes Erkennungstraining;Bildfrage;Was bedeutet das dargestellte Schifffahrtszeichen?;Mindestabstand: Den auf der Tafel angegebenen Abstand einhalten.;"Die Grafik ist eine eigenständig erstellte Lernskizze; maßgeblich ist die amtliche Beschreibung.";bilder/praxis-0039_zeichen_auf_see.png;SeeSchStrO Anlage I;https://www.gesetze-im-internet.de/seeschstro_1971/anlage_i.html
PRAXIS-0040;Zeichen auf See;Anhalten;Ergänzendes Erkennungstraining;Bildfrage;Was bedeutet das dargestellte Schifffahrtszeichen?;Anhalten: Vor Brücke, Sperrwerk oder Schleuse anhalten, solange die Durchfahrt nicht freigegeben ist.;"Die Grafik ist eine eigenständig erstellte Lernskizze; maßgeblich ist die amtliche Beschreibung.";bilder/praxis-0040_zeichen_auf_see.png;SeeSchStrO Anlage I;https://www.gesetze-im-internet.de/seeschstro_1971/anlage_i.html
PRAXIS-0041;Zeichen auf See;Ankerverbot;Ergänzendes Erkennungstraining;Bildfrage;Was bedeutet das dargestellte Schifffahrtszeichen?;Ankerverbot: Ankern und Schleifenlassen von Ankern, Trossen oder Ketten verboten.;"Die Grafik ist eine eigenständig erstellte Lernskizze; maßgeblich ist die amtliche Beschreibung.";bilder/praxis-0041_zeichen_auf_see.png;SeeSchStrO Anlage I;https://www.gesetze-im-internet.de/seeschstro_1971/anlage_i.html
PRAXIS-0042;Zeichen auf See;Festmacheverbot;Ergänzendes Erkennungstraining;Bildfrage;Was bedeutet das dargestellte Schifffahrtszeichen?;Festmacheverbot: An diesem Ufer darf nicht festgemacht werden.;"Die Grafik ist eine eigenständig erstellte Lernskizze; maßgeblich ist die amtliche Beschreibung.";bilder/praxis-0042_zeichen_auf_see.png;SeeSchStrO Anlage I;https://www.gesetze-im-internet.de/seeschstro_1971/anlage_i.html
PRAXIS-0043;Zeichen auf See;Liegeverbot;Ergänzendes Erkennungstraining;Bildfrage;Was bedeutet das dargestellte Schifffahrtszeichen?;Liegeverbot: Auf dieser Seite darf nicht geankert oder festgemacht werden.;"Die Grafik ist eine eigenständig erstellte Lernskizze; maßgeblich ist die amtliche Beschreibung.";bilder/praxis-0043_zeichen_auf_see.png;SeeSchStrO Anlage I;https://www.gesetze-im-internet.de/seeschstro_1971/anlage_i.html
PRAXIS-0044;Zeichen auf See;Fahrtrichtung;Ergänzendes Erkennungstraining;Bildfrage;Was bedeutet das dargestellte Schifffahrtszeichen?;Fahrtrichtung: Die durch den Pfeil angezeigte Fahrtrichtung ist einzuhalten.;"Die Grafik ist eine eigenständig erstellte Lernskizze; maßgeblich ist die amtliche Beschreibung.";bilder/praxis-0044_zeichen_auf_see.png;SeeSchStrO Anlage I;https://www.gesetze-im-internet.de/seeschstro_1971/anlage_i.html
PRAXIS-0045;Zeichen auf See;Schallsignal geben;Ergänzendes Erkennungstraining;Bildfrage;Was bedeutet das dargestellte Schifffahrtszeichen?;Schallsignal geben: Das auf einer Zusatztafel angegebene Schallsignal ist abzugeben.;"Die Grafik ist eine eigenständig erstellte Lernskizze; maßgeblich ist die amtliche Beschreibung.";bilder/praxis-0045_zeichen_auf_see.png;SeeSchStrO Anlage I;https://www.gesetze-im-internet.de/seeschstro_1971/anlage_i.html
PRAXIS-0046;Zeichen auf See;Ende einer Gebots- oder Verbotsstrecke;Ergänzendes Erkennungstraining;Bildfrage;Was bedeutet das dargestellte Schifffahrtszeichen?;Ende einer Gebots- oder Verbotsstrecke: Die vorherige Gebots- oder Verbotsstrecke endet.;"Die Grafik ist eine eigenständig erstellte Lernskizze; maßgeblich ist die amtliche Beschreibung.";bilder/praxis-0046_zeichen_auf_see.png;SeeSchStrO Anlage I;https://www.gesetze-im-internet.de/seeschstro_1971/anlage_i.html
PRAXIS-0047;Zeichen auf See;Fahrverbot;Ergänzendes Erkennungstraining;Bildfrage;Was bedeutet das dargestellte Schifffahrtszeichen?;Fahrverbot: Ein oder zwei rote Lichter: Durchfahrt gesperrt.;"Die Grafik ist eine eigenständig erstellte Lernskizze; maßgeblich ist die amtliche Beschreibung.";bilder/praxis-0047_zeichen_auf_see.png;SeeSchStrO Anlage I;https://www.gesetze-im-internet.de/seeschstro_1971/anlage_i.html
PRAXIS-0048;Zeichen auf See;Fahrt frei;Ergänzendes Erkennungstraining;Bildfrage;Was bedeutet das dargestellte Schifffahrtszeichen?;Fahrt frei: Ein oder zwei grüne Lichter: Durchfahrt freigegeben.;"Die Grafik ist eine eigenständig erstellte Lernskizze; maßgeblich ist die amtliche Beschreibung.";bilder/praxis-0048_zeichen_auf_see.png;SeeSchStrO Anlage I;https://www.gesetze-im-internet.de/seeschstro_1971/anlage_i.html
PRAXIS-0049;Zeichen auf See;Backbord-Fahrwasserseite;Ergänzendes Erkennungstraining;Bildfrage;Was bedeutet das dargestellte Schifffahrtszeichen?;Backbord-Fahrwasserseite: Rote, stumpfe Tonne: bezeichnet in Betonnungsregion A die Backbordseite des Fahrwassers.;"Die Grafik ist eine eigenständig erstellte Lernskizze; maßgeblich ist die amtliche Beschreibung.";bilder/praxis-0049_zeichen_auf_see.png;SeeSchStrO Anlage I;https://www.gesetze-im-internet.de/seeschstro_1971/anlage_i.html
PRAXIS-0050;Zeichen auf See;Steuerbord-Fahrwasserseite;Ergänzendes Erkennungstraining;Bildfrage;Was bedeutet das dargestellte Schifffahrtszeichen?;Steuerbord-Fahrwasserseite: Grüne Spitztonne: bezeichnet in Betonnungsregion A die Steuerbordseite des Fahrwassers.;"Die Grafik ist eine eigenständig erstellte Lernskizze; maßgeblich ist die amtliche Beschreibung.";bilder/praxis-0050_zeichen_auf_see.png;SeeSchStrO Anlage I;https://www.gesetze-im-internet.de/seeschstro_1971/anlage_i.html
PRAXIS-0051;Zeichen auf See;Nord-Kardinalzeichen;Ergänzendes Erkennungstraining;Bildfrage;Was bedeutet das dargestellte Schifffahrtszeichen?;"Nord-Kardinalzeichen: Sicheres Wasser liegt nördlich des Zeichens; zwei Kegelspitzen zeigen nach oben.";"Die Grafik ist eine eigenständig erstellte Lernskizze; maßgeblich ist die amtliche Beschreibung.";bilder/praxis-0051_zeichen_auf_see.png;SeeSchStrO Anlage I;https://www.gesetze-im-internet.de/seeschstro_1971/anlage_i.html
PRAXIS-0052;Zeichen auf See;Ost-Kardinalzeichen;Ergänzendes Erkennungstraining;Bildfrage;Was bedeutet das dargestellte Schifffahrtszeichen?;"Ost-Kardinalzeichen: Sicheres Wasser liegt östlich; Kegelspitzen zeigen voneinander weg.";"Die Grafik ist eine eigenständig erstellte Lernskizze; maßgeblich ist die amtliche Beschreibung.";bilder/praxis-0052_zeichen_auf_see.png;SeeSchStrO Anlage I;https://www.gesetze-im-internet.de/seeschstro_1971/anlage_i.html
PRAXIS-0053;Zeichen auf See;Süd-Kardinalzeichen;Ergänzendes Erkennungstraining;Bildfrage;Was bedeutet das dargestellte Schifffahrtszeichen?;"Süd-Kardinalzeichen: Sicheres Wasser liegt südlich; zwei Kegelspitzen zeigen nach unten.";"Die Grafik ist eine eigenständig erstellte Lernskizze; maßgeblich ist die amtliche Beschreibung.";bilder/praxis-0053_zeichen_auf_see.png;SeeSchStrO Anlage I;https://www.gesetze-im-internet.de/seeschstro_1971/anlage_i.html
PRAXIS-0054;Zeichen auf See;West-Kardinalzeichen;Ergänzendes Erkennungstraining;Bildfrage;Was bedeutet das dargestellte Schifffahrtszeichen?;"West-Kardinalzeichen: Sicheres Wasser liegt westlich; Kegelspitzen zeigen zueinander.";"Die Grafik ist eine eigenständig erstellte Lernskizze; maßgeblich ist die amtliche Beschreibung.";bilder/praxis-0054_zeichen_auf_see.png;SeeSchStrO Anlage I;https://www.gesetze-im-internet.de/seeschstro_1971/anlage_i.html
PRAXIS-0055;Zeichen auf See;Einzelgefahrenstelle;Ergänzendes Erkennungstraining;Bildfrage;Was bedeutet das dargestellte Schifffahrtszeichen?;Einzelgefahrenstelle: Schwarz-rote Tonne mit zwei schwarzen Bällen: Gefahr mit rundum befahrbarem Wasser.;"Die Grafik ist eine eigenständig erstellte Lernskizze; maßgeblich ist die amtliche Beschreibung.";bilder/praxis-0055_zeichen_auf_see.png;SeeSchStrO Anlage I;https://www.gesetze-im-internet.de/seeschstro_1971/anlage_i.html
PRAXIS-0056;Zeichen auf See;Mitte-Fahrwasser-/Ansteuerungstonne;Ergänzendes Erkennungstraining;Bildfrage;Was bedeutet das dargestellte Schifffahrtszeichen?;Mitte-Fahrwasser-/Ansteuerungstonne: Rot-weiß senkrecht gestreift: sicheres Wasser rundum.;"Die Grafik ist eine eigenständig erstellte Lernskizze; maßgeblich ist die amtliche Beschreibung.";bilder/praxis-0056_zeichen_auf_see.png;SeeSchStrO Anlage I;https://www.gesetze-im-internet.de/seeschstro_1971/anlage_i.html
